KH_ID,GioiTinh,QueQuan,NamHocThu,ChuyenNganh,NgheNghiepGiaDinh,ChiTieuHangThang,ThoiGianSuDung,MucDichSuDungLaptop,MucDoHaiLong,YeuToThuongHieuSP,YeuToCauHinh,YeuToTocDoXuLy,YeuToGia,YeuToThietKe,YeuToUyTinNhaBanle,YeuToBaoMat,YeuToBaoHanh,YeuToKhuyenMai
CTM64421,Nam,Qu?ng Tr?,Nãm 2,Ngo?i thýõng,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",3,5,4,4,4,2,3,2,4,4
CTM64614,Nam,Ð?k L?k,Nãm 4,Toán kinh t?,Nông dân,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,2,5,5,4,2,5,4,5,5
CTM64845,N?,H? Chí Minh,Nãm 3,Truy?n thông Marketing,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,5,3,4,4,4,3,4,4,3
CTM6492,N?,Ð?k L?k,Nãm 1,Thýõng m?i ði?n t?,Nhân viên vãn ph?ng,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web), Khác",5,3,4,4,3,3,2,2,3,3
CTM64926,N?,Ðà N?ng,Nãm 3,Thýõng m?i,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,H?c t?p,4,2,3,4,4,2,3,4,2,3
CTM65003,N?,Hà N?i,Nãm 4,K? toán,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",3,4,2,3,4,2,3,2,3,4
CTM65181,N?,Hà N?i,Nãm 3,Ngo?i thýõng,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,2,3,4,5,3,4,2,4,4
CTM65188,Nam,Qu?ng Tr?,Nãm 3,H? th?ng thông tin qu?n l?,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Chõi game",4,3,5,5,4,2,4,3,5,4
CTM652,Nam,Thanh Hóa,Nãm 2,Qu?n tr? Marketing,Nhân viên vãn ph?ng,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c",5,4,5,5,5,4,5,5,5,5
CTM65275,N?,Thanh Hóa,Nãm 4,Thýõng m?i ði?n t?,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,5,5,4,3,4,3,3,4
CTM65354,Nam,B?nh Ð?nh,Nãm 2,Qu?n tr? d?ch v? du l?ch và l? hành,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,3,4,4,1,2,1,3,2
CTM65460,N?,B?nh Ð?nh,Nãm 4,Tài chính doanh nghi?p,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",2,4,4,5,5,5,4,4,4,4
CTM65555,N?,Gia Lai,Nãm 4,Lu?t kinh t?,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,3,3,5,4,5,2,4,5
CTM65618,Nam,Hà N?i,Nãm 3,H? th?ng thông tin qu?n l?,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",4,3,5,5,5,2,3,2,5,5
CTM65663,Nam,Qu?ng Tr?,Nãm 4,Ngo?i thýõng,Nhân viên vãn ph?ng,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web), Khác",5,3,4,4,3,3,4,4,4,2
CTM65862,N?,Th?a Thiên Hu?,Nãm 2,Qu?n tr? chu?i cung ?ng,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,5,5,5,5,5,5,5,5
CTM65863,N?,Ngh? An,Nãm 1,Ngo?i thýõng,Nông dân,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,H?c t?p,4,5,2,3,4,3,5,2,4,5
CTM65869,N?,B?nh Ð?nh,Nãm 1,Lu?t,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,4,5,3,4,5,5,3
CTM6596,Nam,Ngh? An,Nãm 2,Lu?t,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,3,4,5,4,4,3,3,4
CTM65988,Nam,B?nh Ð?nh,Nãm 1,Thýõng m?i ði?n t?,Nông dân,Dý?i 1.500.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,5,5,5,5,5,5,5,5,5
CTM66015,N?,Hà N?i,Nãm 2,K? toán,Nông dân,Dý?i 1.500.000,T? 6 tháng - 1 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,2,3,5,3,4,3,5,5
CTM66069,N?,H? Chí Minh,Nãm 4,Qu?n tr? kinh doanh,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",1,4,4,4,4,4,4,4,4,4
CTM6612,Nam,H? Chí Minh,Nãm 4,H? th?ng thông tin qu?n l?,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",4,3,4,5,3,2,4,2,4,3
CTM66180,N?,Qu?ng B?nh,Nãm 4,Thýõng m?i,Nhân viên vãn ph?ng,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,4,4,4,4,4,5,5
CTM6636,N?,Qu?ng Tr?,Nãm 3,Qu?n tr? d?ch v? du l?ch và l? hành,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,2,2,4,3,4,3,2,4,3
CTM66393,N?,Hà N?i,Nãm 4,Thýõng m?i,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,3,3,4,4,4,4,3,3,3
CTM66396,N?,H? Chí Minh,Nãm 2,Thýõng m?i,Nhân viên vãn ph?ng,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",2,4,3,4,5,4,4,3,4,4
CTM66425,N?,Th?a Thiên Hu?,Nãm 3,Thýõng m?i,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,H?c t?p,4,3,2,3,4,2,4,3,4,4
CTM66453,Nam,H? Chí Minh,Nãm 2,H? th?ng thông tin qu?n l?,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,3,5,5,4,2,5,2,4,3
CTM66547,N?,Qu?ng Tr?,Nãm 4,K? toán,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,H?c t?p,3,4,4,4,4,4,4,4,4,4
CTM66563,N?,H? Chí Minh,Nãm 2,Qu?n tr? Marketing,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,H?c t?p,4,4,3,3,3,5,5,4,3,3
CTM66700,Nam,Qu?ng B?nh,Nãm 3,Ki?m toán,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,H?c t?p,4,4,2,3,3,2,4,3,4,3
CTM66733,N?,Ngh? An,Nãm 2,Qu?n tr? chu?i cung ?ng,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,3,4,5,4,3,2,3,4
CTM66791,N?,Hà N?i,Nãm 1,Ngo?i thýõng,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,3,4,4,4,3,4,4,4,4
CTM66913,Nam,B?nh Ð?nh,Nãm 1,Khoa h?c d? li?u,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game",4,4,5,5,4,2,2,2,4,3
CTM67021,N?,Ð?k Nông,Nãm 3,K? toán,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web), Khác",3,3,4,4,4,3,3,4,4,2
CTM67023,N?,H? Chí Minh,Nãm 2,Thýõng m?i,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,H?c t?p,3,4,3,4,4,3,4,2,4,3
CTM67090,N?,H? Chí Minh,Nãm 4,Thýõng m?i,Nhân viên vãn ph?ng,Trên 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",2,2,3,4,3,2,5,5,4,3
CTM67168,N?,H? Chí Minh,Nãm 3,Qu?n tr? Marketing,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web), Khác",5,4,4,4,4,4,4,4,4,4
CTM67264,N?,H? Chí Minh,Nãm 2,Thýõng m?i ði?n t?,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,3,2,2,3,4,4,4,3,3
CTM67284,N?,Qu?ng B?nh,Nãm 3,Ngân hàng,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,5,2,3,4,4,4,2,3,4
CTM6731,N?,Hà T?nh,Nãm 2,Kinh t?,Nông dân,Dý?i 1.500.000,T? 1 nãm ð?n 2 nãm,H?c t?p,3,4,2,2,4,2,3,2,5,4
CTM67446,Nam,Qu?ng Tr?,Nãm 1,Lu?t kinh t?,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,Dý?i 6 tháng,"H?c t?p, Chõi game",5,3,3,3,3,3,3,3,3,3
CTM67464,Nam,Phú Yên,Nãm 4,Thýõng m?i,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game",5,5,5,5,4,1,3,1,3,4
CTM67498,Nam,H? Chí Minh,Nãm 2,Ngo?i thýõng,Nhân viên vãn ph?ng,Trên 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game",4,5,3,4,4,5,5,5,3,3
CTM67507,N?,Qu?ng Ng?i,Nãm 4,Thýõng m?i,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,3,3,3,4,3,5,3,5,5
CTM67590,Nam,Hà N?i,Nãm 4,Thýõng m?i,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,4,4,4,4,5,3,5,4
CTM67648,Nam,B?nh Ð?nh,Nãm 2,Lu?t,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,1,1,4,4,4,4,4,4
CTM67736,N?,Hà N?i,Nãm 2,Qu?n tr? d?ch v? du l?ch và l? hành,Nông dân,Dý?i 1.500.000,Dý?i 6 tháng,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,5,4,5,5,4,4,5,3
CTM67780,Nam,Hà T?nh,Nãm 3,Lu?t,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,5,3,3,4,3,4,3,4,4
CTM67873,N?,Qu?ng Ng?i,Nãm 3,Qu?n tr? tài chính,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",5,4,2,3,4,2,3,2,5,5
CTM67928,N?,H? Chí Minh,Nãm 2,Ki?m toán,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,3,3,4,4,4,3,4,4
CTM67934,Nam,Th?a Thiên Hu?,Nãm 1,Thýõng m?i ði?n t?,Nông dân,Dý?i 1.500.000,Dý?i 6 tháng,"H?c t?p, Chõi game",3,3,4,4,4,2,4,1,2,2
CTM67995,N?,H? Chí Minh,Nãm 3,Qu?n tr? kinh doanh,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",4,2,2,3,4,4,4,3,4,4
CTM68181,N?,H? Chí Minh,Nãm 2,Truy?n thông Marketing,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Dý?i 6 tháng,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,4,3,4,5,4,4,5,3
CTM68249,Nam,Ngh? An,Nãm 3,Ki?m toán,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",3,3,3,3,5,2,3,3,4,5
CTM68489,Nam,Qu?ng Tr?,Nãm 4,H? th?ng thông tin qu?n l?,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,2,5,5,4,3,4,4,5,3
CTM6861,Nam,H? Chí Minh,Nãm 3,Quan h? công chúng,Nhân viên vãn ph?ng,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game",4,5,4,4,4,5,5,4,3,3
CTM6867,Nam,Qu?ng Tr?,Nãm 3,Toán kinh t?,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,5,5,4,3,4,4,5,5
CTM6867,N?,Gia Lai,Nãm 3,K? toán,Nhân viên vãn ph?ng,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,4,4,4,4,4,4,4
CTM68704,N?,H? Chí Minh,Nãm 3,Lu?t kinh t?,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,H?c t?p,4,3,3,3,3,3,3,3,3,3
CTM68739,Nam,Ðà N?ng,Nãm 4,Thýõng m?i,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,5,5,5,4,3,3,1,4,3
CTM69062,Nam,B?nh Ð?nh,Nãm 1,Qu?n tr? kinh doanh,Kinh doanh t? do,Dý?i 1.500.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,4,5,5,5,4,4,4,4,4
CTM69132,Nam,H? Chí Minh,Nãm 3,Ngo?i thýõng,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",4,3,2,4,4,5,3,3,4,4
CTM69156,N?,Hà N?i,Nãm 1,Kinh t?,Nông dân,Dý?i 1.500.000,T? 6 tháng - 1 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,2,2,2,4,4,5,2,5,5
CTM69224,N?,Ð?k L?k,Nãm 2,Qu?n tr? ngu?n nhân l?c,Nông dân,Dý?i 1.500.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",3,4,2,2,5,2,3,2,5,4
CTM69273,N?,Qu?ng Ng?i,Nãm 2,Thýõng m?i ði?n t?,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,4,4,3,3,3,4,4
CTM69274,N?,Th?a Thiên Hu?,Nãm 3,Ngo?i thýõng,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,3,4,4,3,5,4,5,5
CTM69373,N?,Qu?ng Tr?,Nãm 1,H? th?ng thông tin qu?n l?,Kinh doanh t? do,Trên 5.000.000,Trên 2 nãm,Khác,5,4,4,4,4,4,4,4,4,4
CTM69589,Nam,Gia Lai,Nãm 4,Qu?n tr? kinh doanh,Nông dân,T? 1.500.000 ð?n 3.000.000,Dý?i 6 tháng,"H?c t?p, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,5,2,3,4,5,3,4,2,2
CTM69597,N?,B?nh Ð?nh,Nãm 1,Qu?n tr? ngu?n nhân l?c,Nông dân,T? 1.500.000 ð?n 3.000.000,Dý?i 6 tháng,H?c t?p,3,3,3,3,3,3,3,3,3,3
CTM69671,Nam,Hà T?nh,Nãm 1,Khoa h?c d? li?u,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,3,5,5,4,3,3,4,5,4
CTM69678,N?,Ðà N?ng,Nãm 1,Qu?n tr? Marketing,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,Dý?i 6 tháng,H?c t?p,4,4,5,4,4,3,4,5,4,4
CTM69714,Nam,Qu?ng B?nh,Nãm 3,Ngo?i thýõng,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,4,5,4,4,4,5,5
CTM69842,N?,H? Chí Minh,Nãm 4,Tài chính doanh nghi?p,Nông dân,Dý?i 1.500.000,T? 1 nãm ð?n 2 nãm,H?c t?p,5,4,3,3,3,4,4,3,3,3
CTM69949,N?,Qu?ng Tr?,Nãm 2,Ki?m toán,Nông dân,Dý?i 1.500.000,T? 1 nãm ð?n 2 nãm,H?c t?p,3,2,3,4,4,2,5,2,3,4
CTM7000,N?,Ð?k Nông,Nãm 3,Qu?n tr? d?ch v? du l?ch và l? hành,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web), Khác",4,4,4,4,5,5,4,4,5,5
CTM70000,N?,Hà T?nh,Nãm 4,Ngân hàng,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,4,4,4,4,4,4,4,4
CTM70126,Nam,H? Chí Minh,Nãm 4,Thýõng m?i ði?n t?,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,5,5,4,4,4,5,4,4
CTM70319,Nam,Hà N?i,Nãm 4,Qu?n tr? chu?i cung ?ng,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",4,4,4,4,4,3,5,3,3,4
CTM70364,N?,Qu?ng B?nh,Nãm 3,H? th?ng thông tin qu?n l?,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game",3,4,4,5,3,3,4,3,4,4
CTM70391,N?,Qu?ng Tr?,Nãm 2,Quan h? công chúng,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,H?c t?p,4,4,3,4,4,5,4,3,4,5
CTM70455,N?,Hà T?nh,Nãm 2,Kinh t? ð?u tý,Nông dân,Dý?i 1.500.000,T? 6 tháng - 1 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,2,3,3,5,3,4,2,5,5
CTM70499,N?,Qu?ng Tr?,Nãm 4,K? toán,Kinh doanh t? do,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,H?c t?p,3,2,2,3,4,2,3,4,3,3
CTM70546,N?,B?nh Ð?nh,Nãm 4,Qu?n tr? kinh doanh,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,3,4,3,3,4,3,2,4
CTM70557,Nam,Qu?ng Tr?,Nãm 3,Qu?n tr? chu?i cung ?ng,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,4,3,3,4,5,4,2,5,4
CTM70657,N?,H? Chí Minh,Nãm 2,Qu?n tr? Marketing,Nhân viên vãn ph?ng,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",4,4,3,3,4,5,3,4,5,5
CTM70755,N?,Hà N?i,Nãm 3,Quan h? công chúng,Công ch?c nhà ný?c,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,2,2,3,3,5,4,4,4,5
CTM70782,Nam,Ð?k L?k,Nãm 4,Qu?n tr? tài chính,Nông dân,T? 3.000.000 ð?n 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,3,4,4,4,4,4,3,4,4
CTM71095,Nam,Qu?ng Tr?,Nãm 2,Lu?t kinh t?,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,Dý?i 6 tháng,Làm vi?c,4,4,3,3,4,4,4,3,2,5
CTM71278,Nam,H? Chí Minh,Nãm 3,Qu?n tr? kinh doanh,Kinh doanh t? do,Trên 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,4,4,4,3,5,3,4,3,3
CTM71283,N?,Hà N?i,Nãm 2,Qu?n tr? khách s?n,Nhân viên vãn ph?ng,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c",2,4,1,1,1,2,4,3,5,4
CTM71402,Nam,B?nh Ð?nh,Nãm 1,Quan h? công chúng,Kinh doanh t? do,Trên 5.000.000,Dý?i 6 tháng,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",5,5,5,5,3,5,5,5,3,3
CTM71565,Nam,Th?a Thiên Hu?,Nãm 2,Thýõng m?i ði?n t?,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web), Khác",3,3,4,4,3,3,3,4,4,2
CTM71691,Nam,Ðà N?ng,Nãm 3,H? th?ng thông tin qu?n l?,Kinh doanh t? do,Trên 5.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,3,2,3,4,2,1,1,3,4
CTM71794,N?,Ð?k L?k,Nãm 1,Thýõng m?i,Nông dân,T? 1.500.000 ð?n 3.000.000,Dý?i 6 tháng,"H?c t?p, Làm vi?c, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,3,3,3,5,3,3,3,5,5
CTM71924,Nam,Hà T?nh,Nãm 4,Ki?m toán,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Chõi game",3,4,2,3,4,4,3,2,4,4
CTM7200,Nam,B?nh Ð?nh,Nãm 2,Kinh t? ð?u tý,Nông dân,T? 1.500.000 ð?n 3.000.000,Trên 2 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,3,3,3,3,3,3,3,3,3
CTM72100,Nam,Ðà N?ng,Nãm 1,H? th?ng thông tin qu?n l?,Kinh doanh t? do,T? 3.000.000 ð?n 5.000.000,Dý?i 6 tháng,"H?c t?p, Chõi game",4,3,5,5,4,3,5,3,4,5
CTM72352,N?,Ð?k L?k,Nãm 2,Thýõng m?i,Nông dân,Dý?i 1.500.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web), Khác",2,4,2,2,4,2,4,2,5,4
CTM72438,N?,Qu?ng Tr?,Nãm 1,Tài chính doanh nghi?p,Nông dân,Dý?i 1.500.000,Trên 2 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",4,3,3,4,4,3,4,3,4,4
CTM72587,Nam,B?nh Ð?nh,Nãm 3,H? th?ng thông tin qu?n l?,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,2,4,4,2,2,3,2,4,2
CTM72713,N?,Qu?ng Tr?,Nãm 3,K? toán,Nông dân,T? 1.500.000 ð?n 3.000.000,T? 1 nãm ð?n 2 nãm,"H?c t?p, Làm vi?c",3,4,3,4,4,2,2,1,2,5
CTM72735,N?,H? Chí Minh,Nãm 2,Ngo?i thýõng,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,H?c t?p,4,4,3,3,3,4,4,4,4,3
CTM72888,Nam,Ðà N?ng,Nãm 1,Lu?t kinh t?,Công ch?c nhà ný?c,T? 3.000.000 ð?n 5.000.000,T? 6 tháng - 1 nãm,"H?c t?p, Làm vi?c, Chõi game, Gi?i trí (xem phim, nghe nh?c, lý?t web)",3,5,4,4,4,5,2,1,2,3
